N,P,K,temperature,humidity,ph,rainfall,label
84,54,83,23.297260539820446,77.79078789255907,7.004881274150712,575.5660156304082,agrumes
84,56,93,19.671573479670776,76.76859016271482,7.7849896561408745,554.4024952619981,agrumes
66,53,82,24.364541441030923,78.08052696929072,7.29781250803429,421.0947399913261,agrumes
84,51,97,18.65385580382707,76.61608237376176,6.995609273044515,437.3446591546083,agrumes
72,52,88,22.043153561168104,79.51873626325455,7.597914159615894,479.19409453249096,agrumes
80,58,87,21.641333662760882,76.71404410480325,7.357820191929202,433.2068626832391,agrumes
80,47,92,24.343002783360365,74.15356731066713,7.783521472715222,428.1423056097517,agrumes
65,51,87,24.257927970055093,79.81438828487443,6.952104283222273,488.0646836736698,agrumes
70,58,98,24.17691457885137,82.05405303162303,7.305206773576638,593.4253230518341,agrumes
77,51,92,20.261078388703496,84.95617235622493,7.779782457854521,531.2268036041162,agrumes
69,53,82,21.691797354858736,80.79030433553737,7.690258053017802,415.8813169286059,agrumes
69,47,88,23.733444597031593,78.11190632478316,7.510242798623311,462.8700226367497,agrumes
75,46,94,22.56167543094498,74.71091192489098,7.054321981178316,563.8510209742922,agrumes
76,56,95,22.984098142315467,82.38967319062122,6.900637478523533,447.97482255118894,agrumes
84,46,88,23.177699105087346,72.8689062687188,7.413777418815699,487.1010908796319,agrumes
81,49,91,21.299010171787153,84.68657407022732,7.434142138295737,425.25294831290057,agrumes
80,46,81,20.204437120290773,70.0572570118652,7.48166948240162,433.42640229424427,agrumes
64,46,55,18.69632900194352,64.18914132681616,7.6428819100587075,588.8301147019662,ble_tendre
59,40,69,13.701155010968769,60.497840318436396,7.303946401240724,580.6325581062566,ble_tendre
58,38,66,13.86210517681031,72.11094045509927,7.059093890078254,629.7694776360495,ble_tendre
63,35,60,17.365858495246673,68.4066094647066,7.110989469213481,539.411108761285,ble_tendre
50,48,58,15.0528955189376,61.93273068000382,7.412761129266026,610.4708658318528,ble_tendre
64,35,62,17.919232966135443,73.77114828298726,7.280037329550489,621.6683353598241,ble_tendre
63,48,73,18.608312413332577,70.48973062689305,7.839460909500767,646.3597386521255,ble_tendre
58,49,63,14.438008763089066,72.44091997288271,7.28152119841493,624.5507679132256,ble_tendre
58,42,60,12.961977812093405,61.02511403298391,7.2633157837532,459.22471286714676,ble_tendre
45,42,74,14.410122086080003,68.97536226446638,7.297237807708617,509.9838223013969,ble_tendre
53,38,58,19.017915657297603,73.1589264423927,7.330408003875774,518.0811686699129,ble_tendre
60,47,71,14.282322706858531,66.43773890094535,7.267776675488334,607.8321693177463,ble_tendre
49,38,59,16.791828065417683,61.7239949558935,7.093857284823356,631.9253638873184,ble_tendre
48,37,71,12.517495148121053,74.33736725581129,7.025141958277272,588.8900912261417,ble_tendre
52,46,66,15.715465889804342,62.06285662225523,7.340815699789847,482.9649350693524,ble_tendre
52,39,73,15.561968898278305,71.8320339585804,7.639605561177682,585.2852724676784,ble_tendre
48,40,66,15.901336548970114,69.78336389318208,7.950531052586204,570.1302133096711,ble_tendre
53,35,62,17.072832251010652,61.0639832420066,7.254391580841847,522.3706186410277,ble_tendre
56,40,62,13.91085328321542,67.04462662021064,7.450465301657818,544.594269219102,ble_tendre
47,42,68,16.886240568606148,64.21024823273962,7.2069925784384266,553.3145256891958,ble_tendre
50,35,68,12.395974827949333,72.49975607209518,7.843924612611724,506.98160430619214,ble_tendre
51,39,71,13.748078674833042,65.95195270629475,7.044387772170855,505.5644145563469,ble_tendre
49,35,63,18.54565334998598,67.97399196906646,7.87986267736116,564.955910852883,ble_tendre
51,47,65,12.35882854418855,66.758955284747,7.929426694473114,483.04078786757003,ble_tendre
52,46,73,15.288168602124365,73.61416503834832,7.714032644466856,571.5810428181408,ble_tendre
60,35,67,17.74743383854988,74.31049691377561,7.721393451106288,622.5761005824825,ble_tendre
58,41,67,18.636700454922003,60.60838106317022,7.871597727288231,501.3388456620092,ble_tendre
48,48,55,15.649892071644336,65.53579532641375,7.121025000485193,533.7895580374951,ble_tendre
64,35,55,15.233917837153673,64.81621645630575,7.7498507644364665,532.5350652166793,ble_tendre
53,44,56,19.10431251488094,68.98038603478646,7.5021536099619865,477.7742652793034,ble_tendre
53,43,61,18.98958874773076,70.85959583199141,7.12055841640369,630.4906614571684,ble_tendre
50,37,70,19.930105813869066,72.30018943679033,7.694882373675959,556.4985398874293,ble_tendre
55,35,67,15.194949987157528,73.65201955173201,7.808022629906553,493.21027300233743,ble_tendre
50,46,65,15.439448619121185,70.09449933591648,7.275381174255418,511.26269975564253,ble_tendre
56,36,57,15.600986889455458,68.6889953073079,7.759351025752613,469.7747235281271,ble_tendre
55,44,58,15.14379380276233,67.88718898309986,7.511681386581512,483.12566940565307,ble_tendre
51,38,59,19.120776281470466,65.18816191106787,7.154459747223324,455.0895519811502,ble_tendre
62,46,57,14.724833332650334,61.075678332714766,7.409628894895232,512.2434990126787,ble_tendre
50,39,62,14.91674982558032,63.26838831382485,7.988035966155592,540.800324239223,ble_tendre
48,35,67,19.776202051972728,63.42730120132156,7.977452117990368,556.3825413048527,ble_tendre
57,38,68,12.247646327354747,65.81980139920304,7.160024936463194,454.6704192656372,ble_tendre
59,39,64,19.200665464131845,61.74208440300789,7.955918828955319,512.7933434754706,ble_tendre
50,38,72,18.6136588779319,74.76019744815696,7.288405437818746,642.2270970815187,ble_tendre
64,35,67,19.765937229417986,71.60308337301846,7.980108992413767,545.5756896044485,ble_tendre
57,36,67,18.09521450083896,72.50474942906378,7.440441350312424,510.46664987029874,ble_tendre
57,37,71,16.05957092895794,70.16080982278075,7.235037214803825,616.1377021040154,ble_tendre
48,37,55,16.64374080794957,62.08795052018543,7.444043749202203,575.2468642842127,ble_tendre
55,38,73,18.2591066356807,71.0186688468212,7.300489385600432,515.16462351289,ble_tendre
63,39,61,15.161101946114549,60.59189299336349,7.475546037486827,558.6049167915327,ble_tendre
63,49,56,17.777145883647247,68.00079943148043,7.869969159647685,476.1304687646926,ble_tendre
55,41,59,18.35368530039524,64.13651352377036,7.877090581018189,638.8084187650795,ble_tendre
61,37,73,16.10321932917758,61.40508631058865,7.754621221598592,548.3862200211458,ble_tendre
48,40,65,13.625784728688698,71.42697287066545,7.386540506823028,552.2550924401503,ble_tendre
63,36,71,18.92461716499642,74.71109015375144,7.407584208573817,615.5037844212607,ble_tendre
59,38,61,19.648377148895463,63.00711773292604,7.109264210309622,620.7923933910845,ble_tendre
61,35,71,14.387479298895013,63.60573583049226,7.311899080004281,501.20951302099087,ble_tendre
49,47,69,17.01274008874568,73.8957391009513,7.019116094429764,545.3686936635634,ble_tendre
55,37,64,13.075481035264975,64.49093382557521,7.358715525417013,610.887441535901,ble_tendre
47,42,69,19.924368262161067,63.009765261056415,7.994648641559998,467.9624308565548,ble_tendre
51,37,55,14.734259237894094,69.49359496017651,7.06902954088785,451.1331629059135,ble_tendre
52,39,63,18.12892746236469,72.68882159516599,7.613604114237458,467.7209427939358,ble_tendre
53,36,68,14.242675686332166,70.31109546204357,7.024498448267653,511.22746817591866,ble_tendre
52,37,68,18.465881680073778,74.21532038946707,7.072316475257939,641.0230414583402,ble_tendre
50,36,62,12.90345314148809,72.63111656097868,7.242231217824567,545.6519768390447,ble_tendre
46,36,67,17.334835368114142,63.16668706749204,7.863400766857001,530.2612048439424,ble_tendre
58,42,61,15.811495890750333,63.39043496724,7.640476042175844,645.7962230349617,ble_tendre
63,39,73,17.182539567924227,61.84381017698081,7.888659080265398,550.6167901559672,ble_tendre
54,44,58,16.99827090231522,61.07663709339769,7.682617221223403,498.3863360631059,ble_tendre
58,38,69,16.420007739263113,67.80254838466126,7.142875961339412,605.0692300806271,ble_tendre
62,46,68,19.055937357773086,72.35667135151748,7.721721552717179,504.3094094822485,ble_tendre
61,49,71,16.089033113897838,60.70277862791405,7.276169557820899,591.3952974911432,ble_tendre
62,42,63,14.7229659704461,74.10672758604258,7.082715461524353,636.1774744121617,ble_tendre
45,45,73,16.51987486140203,72.9982197262363,7.571809163607154,631.4399643121244,ble_tendre
63,47,73,19.279545150835137,65.65977080944789,7.964078416490108,467.8579049051146,ble_tendre
45,46,64,13.1129267911287,63.81347075623043,7.875511226552616,486.5614473313801,ble_tendre
56,45,71,17.40886585131529,74.15973458044814,7.268968031595386,545.0813215700148,ble_tendre
63,46,59,12.38548809914637,65.40075698851467,7.9567998154842865,550.0802291420403,ble_tendre
53,37,69,12.887820196681185,69.51636217929875,7.7707806182638794,450.5762503331229,ble_tendre
51,43,67,15.332035455231033,72.33269830224634,7.850348001119896,492.3988109397316,ble_tendre
53,40,65,17.843970887670324,69.71569756594383,7.796240595562854,600.8046069856764,ble_tendre
57,36,63,13.092807229209381,69.77459640715915,7.738597458132331,513.12546875267,ble_tendre
56,46,62,15.745233130408243,68.68762883062084,7.0853413364843245,458.6013903733879,ble_tendre
57,43,71,12.892097698570211,67.73792854068492,7.267592676727972,617.0960451484389,ble_tendre
58,47,59,19.28854962213907,72.57398039318558,7.709382967087391,639.769191166226,ble_tendre
47,43,57,15.234317978038952,67.9640651761814,7.595131674905682,451.9847642255671,ble_tendre
55,43,58,12.33325454706146,65.96471369388054,7.762309032021939,540.9837779015174,ble_tendre
60,49,71,16.17036838123311,74.6402073491882,7.1255502147626535,453.3895329779162,ble_tendre
59,48,63,12.96165783296461,63.983742494379094,7.017552363366629,508.66172215611294,ble_tendre
45,41,61,14.784764745346305,65.57608942359495,7.001353625715468,509.9601055130472,ble_tendre
48,47,61,19.034040918771076,70.13370137925389,7.5469632513713885,615.952624057529,ble_tendre
52,47,58,19.195641700368814,70.65203147697099,7.937378438164321,570.6583611429886,ble_tendre
57,49,66,12.462755595577285,74.36684701482307,7.942724319094112,607.0379086296816,ble_tendre
64,36,65,19.70214680202565,61.13407560925126,7.365680748261371,495.0762536013532,ble_tendre
56,41,64,19.168600894356587,72.70791658550372,7.315147039132553,505.2474649950306,ble_tendre
57,39,62,17.087637657309827,65.82248559190494,7.674130295536063,501.9809958485666,ble_tendre
61,49,74,14.698721128136189,70.87471754886079,7.538813009039619,462.1257852132936,ble_tendre
58,36,71,19.444854438772296,67.45968669253459,7.230250920710515,458.9127646897358,ble_tendre
45,36,60,16.23727779156496,63.62839941169334,7.500603571154707,585.9240665470215,ble_tendre
49,40,60,19.429282296119062,71.41281516771744,7.546859640975126,486.06158708455564,ble_tendre
47,48,60,15.564333109935127,63.13778198111892,7.049979028659679,618.7299328103647,ble_tendre
60,45,67,16.2178612860313,65.87787444613619,7.659113764469526,471.7786627962078,ble_tendre
48,37,70,15.253392559988665,74.29530031768348,7.522539716732053,493.8234958939877,ble_tendre
49,43,72,16.74848748303029,61.096223430405225,7.622343264617246,646.2355673524589,ble_tendre
48,46,73,17.856980854743647,65.32561584677937,7.698311157227573,529.0411852619941,ble_tendre
60,36,56,18.05848165707551,62.42507154355443,7.47690010646797,593.6662350744008,ble_tendre
59,48,55,15.66587720314267,71.7202326092161,7.960167784728745,602.7158137733145,ble_tendre
56,43,59,12.072307752634337,65.35544015955018,7.926194068431782,495.73535592072176,ble_tendre
55,39,64,14.573359917276388,72.72063134402225,7.728861442269947,469.0798554626421,ble_tendre
49,45,57,19.157142380621075,60.00664172155812,7.9013830966419345,480.76140492832155,ble_tendre
46,37,55,12.359290391964926,71.41511885243088,7.371724066402344,528.491637245896,ble_tendre
47,37,71,15.554922793932114,64.13321908829225,7.622039562370993,648.4884578749558,ble_tendre
64,39,72,17.25304858966301,63.60598369340261,7.1915929457348255,633.6478173350874,ble_tendre
64,41,64,18.71852929716425,71.2765825955864,7.228694409400365,641.2640186775055,ble_tendre
46,42,67,13.7991217345273,66.47070973161112,7.719159896944569,562.6649284066093,ble_tendre
47,46,73,14.259968527782817,65.29575587400454,7.894094302533251,639.2913026300811,ble_tendre
52,39,68,18.242924024055053,67.14503599951648,7.497539852146102,490.9360218114568,ble_tendre
52,43,70,14.65251759253755,72.82545302429902,7.207075809210855,464.2316570346866,ble_tendre
48,44,69,19.035972565825013,66.90003593371199,7.095053045532692,615.3493536052495,ble_tendre
48,36,64,18.598302850222293,67.7348910878468,7.463293653272797,459.0806562937385,ble_tendre
64,41,67,12.300568723191258,61.91800201833626,7.765546750515861,450.0023269510732,ble_tendre
33,31,40,17.5352337835911,70.84692410823831,7.200560251072983,440.7156755092721,feves
29,32,38,16.61291663482145,60.02210733129467,7.7293447940879965,593.3690999598571,feves
30,22,49,19.484449149618108,66.23915856872783,7.759068939258376,521.9262023313804,feves
38,33,39,19.98834933168959,72.25169199758454,7.181613967756602,474.18820163155306,feves
35,34,40,17.840258180305426,63.307326520336595,7.762482884475553,508.4942006925312,feves
32,20,45,17.901288008775403,71.30744550853828,7.020671368891905,453.8039293596621,feves
38,28,35,21.665552499883162,60.636334473103375,7.265326137555467,520.3107758599648,feves
28,34,43,15.909589605875588,68.40137546165093,7.780731853200901,541.6979394985594,feves
27,23,35,21.530474037987705,72.41259479809833,7.697209381909637,542.8653271469996,feves
35,25,35,15.854213460252941,61.8768788571262,7.8504716147608375,468.9208168895119,feves
26,30,43,16.366684220695443,65.18012928367332,7.335610454269843,595.7050936778281,feves
27,20,49,20.353033990333955,70.06582925789871,7.435324221455236,509.8619542960208,feves
25,22,44,16.141247358521138,71.79308478391587,7.7344439320755916,476.871007704827,feves
27,30,38,15.87067981868927,71.96321040805799,7.615911915676721,568.6556181872804,feves
31,23,42,19.93409707030367,72.25692213023378,7.546430316077847,593.4070550512292,feves
27,24,35,17.161840968051386,67.23396541878289,7.118492358768401,592.302667796617,feves
38,22,37,17.77587577392974,61.9757254286864,7.865295758908912,431.45464163594306,feves
28,31,41,17.21584765687509,72.24616177447547,7.501515461479734,414.1783151782571,feves
38,27,41,19.00222188200624,72.49245565182406,7.90608706048126,402.4313542954774,feves
32,31,35,18.842010655541493,64.31449093565517,7.306776599522141,470.5917006904713,feves
25,25,35,18.01378146655033,73.16976745477253,7.605504766615876,449.4263109322784,feves
25,33,36,18.02936815719484,70.28165824832853,7.332456157148712,411.31713122934315,feves
39,26,38,21.874346759111738,71.7729273443832,7.733486746492104,423.2381913050892,feves
31,22,40,19.207718869370296,74.85542672997558,7.325253905924552,588.2544896483703,feves
33,28,42,15.472517826786753,67.78051491570892,7.179364682012211,594.1353090819489,feves
29,31,48,18.888467968741022,62.84722954458234,7.58218323009259,440.88811478990937,feves
25,31,41,16.849933842110474,63.079994080602,7.48303969755889,453.70675121352144,feves
36,27,44,19.828451944736848,62.15912870358346,7.595359661258604,434.42212056455554,feves
39,25,38,17.081035532151336,61.38100479123713,7.599044587150382,524.7297556580533,feves
39,21,48,19.491423361791483,70.55688466485762,7.373259814462759,512.7319942057525,feves
33,20,40,17.190351759495538,64.06644380646098,7.597668282702703,573.2191267223383,feves
25,22,44,18.143593215076628,69.18387226142767,7.213085008684808,587.8114191934374,feves
29,30,42,19.113101097765814,70.5170939162621,7.680111885446973,481.6303381733396,feves
25,32,38,21.553869975892532,68.12985112334648,7.939651511293508,444.0967386946608,feves
33,32,48,16.319784240244758,70.08690747037544,7.977006954438943,420.37862017458735,feves
26,30,40,17.289312509062725,73.35085538197879,7.08430131461135,561.4378637582377,feves
39,34,38,18.040823233046268,70.85171726775002,7.009054161580371,517.8907978969394,feves
25,30,43,19.69472867767628,70.51301453792148,7.2040246657385785,530.7988184679602,feves
29,26,49,20.171062055085965,60.20618331017018,7.2483762603698,442.8812965986329,feves
29,30,36,15.43768407019992,66.8841077489523,7.732733474786166,521.3463449434873,feves
35,21,48,21.66043497123751,72.57737750764537,7.805090318495663,564.5967610083535,feves
35,34,47,20.507386523499893,65.96172235348638,7.513611046544325,450.67143401193226,feves
35,33,42,15.479211035335046,65.56669407645192,7.9207666084633574,516.8897819514852,feves
33,26,35,21.05635343178468,73.72885777376734,7.859823835391276,407.0015829613611,feves
35,24,36,19.411730536193105,63.725754131148115,7.705460830283486,485.52026674066747,feves
28,21,46,16.01071342493567,71.75981038034033,7.419389611666972,500.01602365431654,feves
35,29,43,16.407691092098673,68.8534898872634,7.407632857979656,493.90510840877255,feves
32,23,46,15.737752526754637,71.46661092113257,7.409671053375993,531.0347429048676,feves
25,25,40,15.783164315843868,67.74636582327916,7.786522382390847,588.5062615040233,feves
26,26,37,20.698879799138133,70.27701464811726,7.110431863411103,457.83748925918997,feves
28,31,46,18.103145566620228,68.3007028179862,7.254882248914882,548.5061665680843,feves
34,23,42,20.5250499382378,64.61693747521119,7.913788443873259,590.5630034005012,feves
28,33,44,17.614641238297814,64.07248131272802,7.23178359028935,463.7217925527214,feves
37,28,40,18.873598328248402,67.5469870882731,7.193863067936893,571.7633542336309,feves
34,26,35,17.413469940508527,66.92765221912666,7.414516064816793,402.6502067007821,feves
33,32,49,19.715517922324352,62.68879883608921,7.693949590510157,445.91963215079375,feves
31,32,35,20.184383042260592,72.94458598480443,7.531889079007514,557.8864388390382,feves
38,25,40,15.584880362574829,60.286934496559304,7.165748176965221,578.1711069966293,feves
38,29,44,19.442474795411663,68.73215711366697,7.1184150391759315,442.3788660880218,feves
35,33,41,15.40412511457582,65.86549303691098,7.234203370926334,443.9107846459604,feves
36,27,42,21.90372670365981,66.22103740451206,7.753865073836925,574.2936842753068,feves
27,29,42,19.915022673272805,62.57540861558174,7.500112752076627,482.3916190068204,feves
30,20,36,15.154990328308406,74.17671283134013,7.69662727121739,499.14075004637823,feves
37,32,41,15.999893753700324,70.38110470536553,7.206252113836152,478.3718746376052,feves
25,22,41,20.410907049139105,74.27163043088521,7.776489302651018,522.2673204433294,feves
35,28,45,18.319785146838676,68.41017442408425,7.628426456614587,537.7263258615751,feves
36,28,40,20.064105636484385,68.03484899021367,7.836117703207249,564.2776725801389,feves
33,22,46,17.33539877085806,71.87337303887055,7.451294113029255,436.6884392806869,feves
26,28,47,18.39041098404056,60.20051524889094,7.409739236442939,529.5548465900685,feves
26,22,36,15.4688152841769,73.16025679699258,7.389404938978875,508.35219285351263,feves
28,34,46,18.819096278684036,74.72561013781713,7.450478571470596,502.6736420449831,feves
30,34,38,21.980276477320654,68.38588927419903,7.321162152635954,444.0222651809506,feves
30,33,42,15.480995744067727,65.5436129914016,7.464238519739225,544.547550447761,feves
34,34,45,21.505018815834415,65.68839805770673,7.83136770622197,568.4651009499868,feves
33,31,49,20.631462497022756,71.59214359935507,7.548419162993563,413.29266515525444,feves
32,28,44,18.83622649664968,67.81609785762582,7.350202991090731,535.4946829646946,feves
28,20,37,19.69810231365782,69.30710677577956,7.742253187199087,433.97620121014705,feves
33,34,46,17.73528606630746,62.380183105345274,7.25823101966616,521.0823515015175,feves
29,29,38,20.9680946845684,68.1246962732514,7.758267292056059,461.380902638914,feves
37,32,45,16.89659888821456,63.03381270786802,7.313826808224416,448.3001255985667,feves
41,43,61,21.243444063295396,61.18630068614189,8.057927445150701,337.70021352487373,bledur
57,41,68,22.218309465853594,59.89266152961155,8.296241450541368,290.79190591276733,bledur
45,38,64,20.36761717044327,61.22349246997844,7.725041876170872,329.3086628647653,bledur
53,42,53,22.23767395799123,50.94710439391087,8.276790483407227,373.2471899442657,bledur
45,37,69,21.736625648956657,61.21757861618108,7.650608103218274,282.5846329679516,bledur
44,44,55,18.152409723340405,63.326961648843806,8.32432689187927,344.5059817719973,bledur
53,31,65,17.23027345754094,63.468787804364986,8.388118188934035,298.79359275426214,bledur
46,37,62,22.254156641239483,62.67307021632843,7.74900873610909,336.5053598286635,bledur
45,40,69,23.030937278765382,64.00356625186473,8.301347991873808,351.13882630097487,bledur
42,42,52,19.71162298622361,54.56045408671999,7.818104446903472,394.17391235652474,bledur
50,40,68,18.060118017061107,50.205478256133716,7.580222246455714,296.82945523264056,bledur
45,44,63,23.16603301642411,60.592377531785814,7.808955990068153,269.896686640143,bledur
50,39,52,23.38413743858144,56.222226790834206,7.9023349552373325,308.5890411372673,bledur
43,42,68,18.422938054511352,60.61095500049392,7.889230471691788,284.33131937252483,bledur
58,36,60,23.291395200154625,55.12857917158235,8.027677466221695,281.7453847854792,bledur
58,34,61,18.94147670637883,62.91567949254968,7.96116690125391,390.98976879547337,bledur
53,40,60,22.328319018690756,55.43646983923744,8.363641421296617,266.5094926301673,bledur
50,34,61,19.003594462155604,60.36325964826234,8.19713580589181,347.2958435153223,bledur
49,35,68,21.477943497593724,62.15387880049297,7.913827465320796,280.62498387523647,bledur
57,44,66,22.373670797701507,52.54592642865385,7.519144867996837,366.86538795936804,bledur
50,44,61,18.54872442802868,60.28550814400466,8.410213034867757,345.85482383723814,bledur
52,42,51,19.726072328820223,54.15518786488968,8.421307512212975,337.47862064156465,bledur
47,41,57,19.940827805697126,60.53960308787343,7.566527608210855,284.6191980889798,bledur
56,33,69,16.462860188105317,60.3601965672201,8.096776419961689,325.23635498769227,bledur
54,37,65,17.754411096679128,62.00110148115302,8.384583292921187,268.78308392752473,bledur
58,33,54,22.97365865790932,59.33945800397987,8.473382619164822,319.75142762896417,bledur
53,33,56,18.353936461757357,55.93942383121407,8.16930860916188,383.7839654884844,bledur
58,43,60,21.89409421913586,56.24327088268024,7.668118128399296,321.24264478956223,bledur
57,35,59,14.74821205194973,56.57685072875867,8.029881261088526,397.7955748430928,bledur
47,37,57,14.087061470625436,52.33357155303953,7.7072729790676675,344.5871412374638,bledur
49,36,66,17.53696686580734,54.5371854375189,8.47537327714642,275.51731259639223,bledur
43,44,67,17.426451465225217,62.9698838278721,7.654925311143443,262.4105253427285,bledur
41,44,60,19.63408364483854,62.05707335725213,7.637148488152743,337.10486268314276,bledur
47,43,52,14.031409060481222,52.61365102468069,8.375405625121834,316.26197374565606,bledur
49,38,59,16.819190429047293,55.457144617114004,7.690725987590895,302.05935527490925,bledur
57,32,61,21.770492856517563,62.93304460487283,7.813875496722471,330.70340580458543,bledur
46,42,66,21.651603288167664,64.1062881095112,7.5158231719968205,328.4140212342805,bledur
52,38,61,18.831808633136685,62.57345631622701,7.861403779067186,378.96920122174686,bledur
57,36,56,18.539899111996988,61.436704380123025,7.626002027863994,279.4628823808026,bledur
56,30,54,19.101483804563234,61.04359715200749,8.01289705551881,380.44091237121665,bledur
43,41,56,23.323227582288776,61.12403929177678,7.779415884176072,269.74803831898873,bledur
42,41,52,15.828377798688171,62.38566427341,7.78570756766089,389.0685672796674,bledur
47,36,57,17.711695160195315,61.784646552936906,7.752798444015773,390.8342440061913,bledur
51,30,54,15.751231401303531,60.091469216187,7.720504263435647,282.73113018282584,bledur
59,36,53,14.006533907612996,63.06003551188277,8.292594813209135,344.0993402636017,bledur
52,30,53,18.583235945875757,55.26829081023171,7.593776526257017,322.9195727822386,bledur
57,40,62,23.44665732171095,59.14912337894077,8.4245224687319,367.871896820256,bledur
52,36,54,18.662994129398186,61.408634636829234,7.654492204004926,323.0898031150076,bledur
57,44,66,21.04083271321339,64.0275813008974,7.875805015846086,356.2182752350938,bledur
57,42,60,14.304636863089602,53.0667255869641,7.84041155611426,326.587113618934,bledur
59,44,58,18.683301859338137,61.60329112797331,7.6234008152055965,343.9483527484293,bledur
40,38,69,23.283835056363074,64.94597440518584,8.296007402427284,363.06011056420067,bledur
55,38,64,18.656825417622795,61.600715716733745,8.414965865077969,278.3708650034477,bledur
51,30,60,22.014457762229537,55.88140365356859,8.250769649211056,268.8229445198726,bledur
56,30,57,23.291447172116875,55.80983776962971,7.56616518883444,252.87332283268793,bledur
58,35,57,21.752440518349495,53.51638400017272,7.845083745513234,254.51558083169783,bledur
58,31,57,23.332050877593062,53.98244611143608,8.11146361122566,351.77499524389566,bledur
45,41,51,20.196159269449222,58.994413526898825,8.006330309354269,302.56198750152964,bledur
56,40,53,23.63360320446038,50.15426743903538,8.216049973242145,355.93692438328935,bledur
53,32,52,15.422552397768154,54.697448027446654,8.349534215487902,263.348457228452,bledur
55,37,50,23.354845135274957,52.78599608007779,7.872508931553466,389.2945843173091,bledur
51,40,58,16.399893638699574,60.65198960846806,7.772949994731488,301.21379044064474,bledur
52,38,51,15.893934178848461,50.075398289147046,7.56009641037817,385.7149512520177,bledur
59,37,59,15.77192501011191,54.41400104955672,7.61479692725128,391.22993654266617,bledur
56,44,52,16.12447277195473,59.95285390870178,7.911197488882546,310.3609388948968,bledur
57,33,61,23.09175264053586,54.70817114772541,8.191055812739261,290.74497719115544,bledur
41,43,52,17.42107620863594,56.449364296697325,8.33094917105507,267.9836640209068,bledur
40,33,55,20.82153161561635,64.24849502369113,7.637089458078757,360.0824696203812,bledur
44,35,66,14.45249189018888,53.268630623780204,7.515176882286827,337.2125658373031,bledur
42,35,57,20.57030498234107,63.47579699876052,7.899518784586935,299.0192058786666,bledur
56,37,60,22.009807004033647,51.56681777150227,8.076857381132701,319.5972547250331,bledur
52,35,54,14.672341800905611,58.92271069252864,8.238866677133032,254.86651690707805,bledur
50,41,61,15.032650088750485,52.58785815419543,8.06797429731608,294.45364202699324,bledur
48,36,64,15.44309200721603,51.735519772704535,7.527250011950815,328.5379727832179,bledur
47,34,64,19.744367558722058,52.06827904034016,8.188762540811366,384.6615349764588,bledur
54,30,55,22.958841811926597,61.90894078789947,7.658303900105614,257.7678833099225,bledur
52,30,55,18.666931208844083,57.231981483797625,8.340908710402907,283.1858044669096,bledur
54,37,64,22.236236107489734,55.76916613968152,7.959124023286681,295.4928836273924,bledur
42,41,55,20.791991512011695,51.148523876503084,7.9207612017659255,340.2523246027444,bledur
54,34,69,16.4977216244652,59.812402314291475,8.119239032053581,299.8164674962187,bledur
53,43,62,16.239825458650813,53.58713818151785,8.01230034688708,366.03581525960806,bledur
54,41,52,14.768030483144216,55.31999307477624,8.050663379440852,310.4811634199878,bledur
55,41,57,17.196520552920624,56.57265074999533,8.399260358924689,394.3392169913735,bledur
42,33,62,19.31661023764483,58.06674402112065,7.778099515066357,282.5434368795819,bledur
43,37,65,22.27302149737246,50.62872825074386,7.919182875902122,275.2305483649777,bledur
52,31,52,16.31380636376848,57.536409307495646,8.231486359703116,393.71770133791506,bledur
52,31,57,14.502144316904552,56.969197532134565,7.87961676445167,297.4880139862977,bledur
55,32,59,17.148258293516488,50.645786040735025,8.280963863644436,309.7341690937018,bledur
41,40,62,20.580549838612207,50.1208865501318,8.443174822961286,285.57166989665666,bledur
51,33,55,16.511692675484014,62.663184879292146,7.9840205725094044,327.11431638268897,bledur
44,39,69,16.15204479733193,63.2653272568363,8.059405425727357,374.27322008428615,bledur
50,30,53,17.243458076950557,53.50845397208305,7.710886227680788,378.5787485589383,bledur
45,32,50,18.002122758496718,61.749469744340715,7.765928450632119,398.54984556904725,bledur
42,38,61,20.59505981651327,60.32068335611193,7.620387578789089,390.77946752096955,bledur
49,32,64,18.198486976863176,57.45343277750074,8.416942048200916,366.4435716273922,bledur
41,42,65,18.42252276519559,61.95816608868144,8.22423254761195,353.5608582866608,bledur
48,38,63,15.596249014321673,55.03434909466868,7.576807441069281,285.2491416302037,bledur
52,36,66,16.31475213765298,63.026142859204015,8.426463797956185,312.94410742102156,bledur
50,30,68,17.92895108893179,50.429786413664814,8.083252392312557,251.69538048835338,bledur
51,40,64,16.478733587284236,60.46574461329939,7.8641127750105,334.9322523628925,bledur
41,39,64,16.714920025427112,63.56364937111348,7.874721970507377,332.4802844164308,bledur
47,41,61,18.104957940605544,52.45004972133586,7.721781978192318,297.63318698042525,bledur
43,34,57,23.303984201693254,51.43041381909505,7.950058639426225,300.61814184463435,bledur
51,34,65,17.319982942377653,59.94194411314582,8.37063388148349,363.8630398833458,bledur
42,44,53,20.93805556967412,58.29143552050375,7.716250528186529,281.2882551611576,bledur
44,40,69,19.47414840379726,61.00858065502804,7.846558759816547,311.1573655997838,bledur
55,31,54,22.273565548261455,58.77257947533323,7.837532465883819,370.4276813493319,bledur
50,43,53,22.860861088135163,63.43534916399925,7.797287204281327,284.4990630944861,bledur
